,hu_xing,area,chao_xiang,other,lou_cen,lei_xin,dan_jia,zong_jia
277,2室1厅 ,55.5,南北, 精装 , 高楼层(共6层) , 1983年建 ,"86,394元/平",480
278,2室1厅 ,48.4,南北, 简装 , 低楼层(共6层) , 1976年建 ,"169,422元/平",820
279,2室1厅 ,91.1,西南, 精装 , 中楼层(共24层) , 2001年建 ,"54,324元/平",495
280,4室2厅 ,195.8,南北, 精装 , 低楼层(共6层) , 2006年建 ,"112,343元/平",2200
281,2室2厅 ,101.7,南北, 简装 , 低楼层(共3层) , 1993年建 ,"36,382元/平",370
282,2室1厅 ,66.7,东北, 简装 , 高楼层(共21层) , 1990年建 ,"59,599元/平",398
283,3室2厅 ,131.7,南北, 简装 , 中楼层(共7层) , 2001年建 ,"39,460元/平",520
284,3室1厅 ,68.1,南北, 简装 , 低楼层(共6层) , 1987年建 ,"62,372元/平",425
285,2室1厅 ,92.5,南北, 精装 , 低楼层(共6层) , 2006年建 ,"64,600元/平",598
286,2室1厅 ,106.6,南西, 精装 , 低楼层(共28层) , 2006年建 ,"52,302元/平",558
287,2室1厅 ,53.8,南北, 简装 , 中楼层(共6层) , 1988年建 ,"63,151元/平",340
288,3室1厅 ,77.6,东南, 精装 , 中楼层(共12层) , 1991年建 ,"70,693元/平",549
289,3室1厅 ,84.4,南, 精装 , 低楼层(共12层) , 1990年建 ,"71,015元/平",600
290,3室1厅 ,91.9,南北, 其他 , 中楼层(共6层) , 1998年建 ,"78,347元/平",720
291,3室1厅 ,72.9,南北, 简装 , 高楼层(共6层) , 1986年建 ,"114,541元/平",835
292,2室2厅 ,112.0,南北, 精装 , 低楼层(共17层) , 2003年建 ,"89,238元/平",1000
293,2室1厅 ,88.4,南, 简装 , 低楼层(共28层) , 2009年建 ,"55,424元/平",490
294,1室1厅 ,55.4,南, 精装 , 中楼层(共22层) , 2003年建 ,"133,213元/平",738
295,2室1厅 ,109.7,西, 精装 , 低楼层(共28层) , 1999年建 ,"90,959元/平",998
296,2室1厅 ,69.9,东南, 精装 , 高楼层(共18层) , 1995年建 ,"76,902元/平",538
297,2室1厅 ,84.1,南北, 简装 , 高楼层(共18层) , 2012年建 ,"43,991元/平",370
298,2室2厅 ,88.9,南北, 精装 , 低楼层(共18层) , 2014年建 ,"52,620元/平",468
299,3室1厅 ,101.1,南北, 简装 , 高楼层(共13层) , 1999年建 ,"57,335元/平",580
300,2室1厅 ,91.0,东北, 精装 , 高楼层(共19层) , 2001年建 ,"79,948元/平",728
301,2室1厅 ,83.7,东, 精装 , 中楼层(共16层) , 2001年建 ,"79,561元/平",666
302,3室1厅 ,101.1,南北, 简装 , 高楼层(共13层) , 1999年建 ,"57,335元/平",580
303,2室1厅 ,109.7,西, 精装 , 低楼层(共28层) , 1999年建 ,"90,959元/平",998
304,1室1厅 ,58.5,西, 简装 , 低楼层(共18层) , 1999年建 ,"105,929元/平",620
305,2室1厅 ,88.4,南, 简装 , 低楼层(共28层) , 2009年建 ,"55,424元/平",490
306,2室1厅 ,69.9,东南, 精装 , 高楼层(共18层) , 1995年建 ,"76,902元/平",538
307,2室1厅 ,84.1,南北, 简装 , 高楼层(共18层) , 2012年建 ,"43,991元/平",370
308,2室2厅 ,88.9,南北, 精装 , 低楼层(共18层) , 2014年建 ,"52,620元/平",468
309,2室2厅 ,112.0,南北, 精装 , 低楼层(共17层) , 2003年建 ,"89,238元/平",1000
310,2室1厅 ,92.4,南, 精装 , 低楼层(共27层) , 1999年建 ,"116,884元/平",1080
311,2室1厅 ,64.2,南, 精装 , 18层 , 1987年建 ,"94,705元/平",608
312,3室1厅 ,96.7,东西, 简装 , 9层 , 1996年建 ,"118,851元/平",1150
313,3室1厅 ,76.9,东西, 简装 , 中楼层(共6层) , 1993年建 ,"54,307元/平",418
314,3室1厅 ,70.3,西东, 简装 , 低楼层(共6层) , 1994年建 ,"79,636元/平",560
315,3室1厅 ,69.9,南北, 简装 , 中楼层(共6层) , 1980年建 ,"80,115元/平",560
316,2室1厅 ,86.8,南, 精装 , 高楼层(共24层) , 1999年建 ,"58,160元/平",505
317,2室1厅 ,93.3,南, 简装 , 高楼层(共28层) , 2005年建 ,"53,371元/平",498
318,2室1厅 ,50.1,南, 简装 , 5层 , 2001年建 ,"103,793元/平",520
319,3室1厅 ,95.2,南北, 简装 , 底层(共5层) , 2001年建 ,"54,571元/平",520
320,2室1厅 ,68.9,东南, 简装 , 中楼层(共25层) , 2010年建 ,"61,332元/平",423
321,2室1厅 ,87.0,南北, 简装 , 底层(共6层) , 2001年建 ,"43,089元/平",375
322,2室1厅 ,97.5,南北, 精装 , 底层(共6层) , 1992年建 ,"104,103元/平",1015
323,2室1厅 ,54.6,南北, 简装 , 中楼层(共5层) , 1980年建 ,"135,165元/平",738
324,2室1厅 ,94.9,西, 简装 , 高楼层(共22层) , 2000年建 ,"89,550元/平",850
325,2室1厅 ,69.1,南北, 简装 , 中楼层(共5层) , 1959年建 ,"70,892元/平",490
326,3室1厅 ,80,南北, 精装 , 底层(共5层) , 1998年建 ,"144,375元/平",1155
327,3室1厅 ,134.4,南北, 简装 , 中楼层(共14层) , 2005年建 ,"66,920元/平",900
328,3室2厅 ,117.4,南北, 精装 , 顶层(共6层) , 1996年建 ,"49,200元/平",578
329,5室3厅 ,204,南北, 精装 , 中楼层(共4层) , 2008年建 ,"93,138元/平",1900
330,3室1厅 ,146.6,南北, 精装 , 高楼层(共25层) , 2007年建 ,"85,220元/平",1250
331,3室1厅 ,167.4,南北, 精装 , 中楼层(共9层) , 2011年建 ,"38,765元/平",649
332,6室2厅 ,311.8,南北, 简装 , 顶层(共6层) , 2003年建 ,"88,178元/平",2750
333,5室3厅 ,274.1,南北, 精装 , 底层(共5层) , 2004年建 ,"37,571元/平",1030
334,3室1厅 ,84.8,南北, 精装 , 高楼层(共6层) , 2003年建 ,"117,606元/平",998
335,2室1厅 ,63.1,东南, 精装 , 中楼层(共18层) , 1994年建 ,"64,818元/平",409
336,2室1厅 ,58.5,南西北, 精装 , 底层(共5层) , 1965年建 ,"88,005元/平",515
337,3室2厅 ,129.1,南北, 精装 , 中楼层(共5层) , 2005年建 ,"91,403元/平",1180
338,3室1厅 ,137.8,南, 精装 , 高楼层(共13层) , 2007年建 ,"60,596元/平",835
339,3室1厅 ,71.1,东南北, 精装 , 中楼层(共18层) , 1991年建 ,"125,176元/平",890
340,2室1厅 ,89.2,南北, 精装 , 底层(共18层) , 2012年建 ,"33,502元/平",299
341,3室1厅 ,68.2,南北, 精装 , 高楼层(共6层) , 1986年建 ,"54,197元/平",370
342,2室1厅 ,117.5,南, 精装 , 15层 , 2003年建 ,"63,383元/平",745
343,2室1厅 ,58.8,南, 精装 , 顶层(共10层) , 1982年建 ,"59,504元/平",350
344,3室1厅 ,114.4,南北, 精装 , 高楼层(共34层) , 2014年建 ,"65,531元/平",750
345,2室1厅 ,66.6,东南南, 简装 , 中楼层(共18层) , 1998年建 ,"60,288元/平",402
346,2室1厅 ,59.5,南北, 简装 , 高楼层(共18层) , 1986年建 ,"89,916元/平",535
347,3室1厅 ,68.9,南北, 精装 , 低楼层(共6层) , 1984年建 ,"65,111元/平",449
348,2室1厅 ,110.6,南北, 精装 , 中楼层(共9层) , 2011年建 ,"58,000元/平",642
349,3室2厅 ,212.9,南北, 精装 , 中楼层(共6层) , 2001年建 ,"25,831元/平",550
350,3室1厅 ,109.1,南北, 简装 , 高楼层(共6层) , 2007年建 ,"69,440元/平",758
351,3室2厅 ,147.8,南北, 精装 , 14层 , 2009年建 ,"87,104元/平",1288
352,3室2厅 ,131.9,东南北, 简装 , 高楼层(共6层) , 1997年建 ,"23,882元/平",315
353,3室1厅 ,119.4,南, 精装 , 低楼层(共14层) , 2007年建 ,"61,632元/平",736
354,2室1厅 ,78.8,西南, 精装 , 高楼层(共15层) , 2008年建 ,"48,224元/平",380
355,3室2厅 ,143.7,东西, 精装 , 18层 , 2008年建 ,"59,818元/平",860
356,3室1厅 ,142.5,南北, 精装 , 低楼层(共22层) , 2007年建 ,"87,683元/平",1250
357,2室1厅 ,58.7,南北, 简装 , 低楼层(共6层) , 1985年建 ,"57,221元/平",336
358,3室2厅 ,191.5,南北, 简装 , 中楼层(共4层) , 1997年建 ,"41,774元/平",800
359,3室1厅 ,84.4,南北, 简装 , 顶层(共12层) , 1990年建 ,"61,546元/平",520
360,2室1厅 ,113.6,东南, 简装 , 低楼层(共18层) , 1996年建 ,"68,802元/平",782
361,2室1厅 ,82.5,南, 精装 , 顶层(共26层) , 2016年建 ,"38,746元/平",320
362,3室2厅 ,126.1,南北, 简装 , 中楼层(共4层) , 2009年建 ,"57,089元/平",720
363,2室1厅 ,110.1,南北, 简装 , 5层 , 2005年建 ,"34,486元/平",380
364,2室1厅 ,57.9,南北, 毛坯 , 6层 , 1993年建 ,"61,486元/平",356
365,3室2厅 ,118.5,南北, 精装 , 低楼层(共13层) , 2005年建 ,"80,085元/平",949
366,2室2厅 ,89.1,南北, 简装 , 17层 , 2011年建 ,"66,062元/平",589
367,2室1厅 ,88.3,南北, 简装 , 中楼层(共20层) , 2011年建 ,"67,384元/平",595
368,2室1厅 ,57.9,西南东北, 简装 , 低楼层(共6层) , 1997年建 ,"68,805元/平",399
369,2室1厅 ,76.0,南北, 精装 , 中楼层(共6层) , 2000年建 ,"80,836元/平",615
370,3室1厅 ,103.8,南北, 简装 , 顶层(共6层) , 2001年建 ,"49,899元/平",518
371,3室1厅 ,97.0,东南北, 精装 , 28层 , 2011年建 ,"42,749元/平",415
372,3室1厅 ,138.6,南北, 精装 , 中楼层(共7层) , 2001年建 ,"37,871元/平",525
373,2室2厅 ,114.5,南北, 精装 , 低楼层(共6层) , 2005年建 ,"65,066元/平",745
374,2室1厅 ,75.8,东西, 简装 , 中楼层(共27层) , 2012年建 ,"52,070元/平",395
375,2室1厅 ,78.7,南, 精装 , 28层 , 2012年建 ,"43,832元/平",345
376,3室1厅 ,77.4,东西, 毛坯 , 中楼层(共18层) , 2009年建 ,"50,091元/平",388
377,2室1厅 ,82.7,南北, 简装 , 低楼层(共9层) , 2006年建 ,"77,333元/平",640
378,2室1厅 ,57.8,南, 简装 , 高楼层(共6层) , 1987年建 ,"45,817元/平",265
379,3室1厅 ,99.2,南北, 简装 , 高楼层(共6层) , 2004年建 ,"55,315元/平",549
380,3室2厅 ,125.1,南北, 简装 , 12层 , 2006年建 ,"70,864元/平",887
381,3室2厅 ,149.1,东南北, 精装 , 高楼层(共10层) , 2005年建 ,"78,166元/平",1166
382,2室1厅 ,79.9,东西, 精装 , 中楼层(共17层) , 2004年建 ,"109,596元/平",876
383,3室1厅 ,100.9,西南, 精装 , 22层 , 2005年建 ,"48,143元/平",486
384,3室1厅 ,100.2,南北, 精装 , 顶层(共14层) , 2012年建 ,"33,809元/平",339
385,2室1厅 ,93.6,南, 精装 , 20层 , 2000年建 ,"53,385元/平",500
386,2室1厅 ,71.8,东北, 精装 , 底层(共29层) , 2010年建 ,"41,760元/平",300
387,2室1厅 ,54.2,东西, 简装 , 中楼层(共6层) , 1992年建 ,"53,117元/平",288
388,3室1厅 ,203.4,南北, 精装 , 17层 , 2005年建 ,"105,678元/平",2150
389,3室2厅 ,122.8,南北, 简装 , 中楼层(共4层) , 2004年建 ,"28,321元/平",348
390,3室1厅 ,82.7,南北西, 简装 , 顶层(共6层) , 1994年建 ,"32,282元/平",267
391,2室2厅 ,86.9,南北, 精装 , 高楼层(共11层) , 2009年建 ,"35,435元/平",308
392,2室1厅 ,85.4,东南, 精装 , 28层 , 2001年建 ,"59,712元/平",510
393,2室1厅 ,89.7,西南, 精装 , 高楼层(共6层) , 2000年建 ,"24,518元/平",220
394,2室1厅 ,97.6,西南, 简装 , 中楼层(共21层) , 2005年建 ,"54,066元/平",528
395,2室2厅 ,109.7,东南, 简装 , 中楼层(共25层) , 2003年建 ,"52,210元/平",573
396,2室1厅 ,60.2,南北, 精装 , 中楼层(共6层) , 1995年建 ,"42,836元/平",258
397,2室1厅 ,66.6,南北, 简装 , 高楼层(共6层) , 2000年建 ,"56,298元/平",375
398,3室1厅 ,160.7,东北, 简装 , 中楼层(共25层) , 2000年建 ,"27,866元/平",448
399,2室1厅 ,92.7,西南, 精装 , 22层 , 2010年建 ,"107,567元/平",998
400,3室2厅 ,147.1,南北, 精装 , 高楼层(共18层) , 2007年建 ,"71,279元/平",1049
401,2室1厅 ,59.1,南北, 简装 , 高楼层(共6层) , 1991年建 ,"38,716元/平",229
402,3室1厅 ,132.6,南北, 精装 , 28层 , 2000年建 ,"64,813元/平",860
403,3室2厅 ,148.5,东西, 简装 , 中楼层(共21层) , 2001年建 ,"53,773元/平",799
404,2室1厅 ,67.8,南北, 精装 , 低楼层(共6层) , 1995年建 ,"40,549元/平",275
405,2室1厅 ,62.6,南北, 简装 , 低楼层(共12层) , 1991年建 ,"75,020元/平",470
406,2室1厅 ,78.7,南, 精装 , 28层 , 2012年建 ,"43,832元/平",345
407,2室1厅 ,75.8,东西, 简装 , 中楼层(共27层) , 2012年建 ,"52,070元/平",395
408,3室2厅 ,97.3,南北, 精装 , 10层 , 2016年建 ,"52,578元/平",512
409,3室2厅 ,100.0,南, 精装 , 中楼层(共11层) , 2009年建 ,"19,993元/平",200
410,3室2厅 ,149.1,东南北, 精装 , 高楼层(共10层) , 2005年建 ,"78,166元/平",1166
411,3室1厅 ,119.8,南北, 精装 , 中楼层(共6层) , 2008年建 ,"43,207元/平",518
412,3室1厅 ,73.7,南北, 简装 , 中楼层(共6层) , 1997年建 ,"33,474元/平",247
413,3室1厅 ,89.7,南北, 精装 , 高楼层(共21层) , 2016年建 ,"75,226元/平",675
414,3室1厅 ,100.2,南北, 精装 , 顶层(共14层) , 2012年建 ,"33,809元/平",339
415,2室1厅 ,61.4,南北, 精装 , 底层(共6层) , 2003年建 ,"108,979元/平",670
416,3室1厅 ,100.9,西南, 精装 , 22层 , 2005年建 ,"48,143元/平",486
417,2室1厅 ,93.6,南, 精装 , 20层 , 2000年建 ,"53,385元/平",500
418,2室2厅 ,114.5,南北, 精装 , 低楼层(共6层) , 2005年建 ,"65,066元/平",745
419,3室2厅 ,125.1,南北, 简装 , 12层 , 2006年建 ,"70,864元/平",887
420,3室2厅 ,126.1,南北, 简装 , 中楼层(共4层) , 2009年建 ,"57,089元/平",720
421,1室1厅 ,36.1,南, 简装 , 底层(共6层) , 1991年建 ,"84,441元/平",305
422,3室1厅 ,131.0,东北, 简装 , 高楼层(共24层) , 2000年建 ,"41,585元/平",545
423,2室1厅 ,59.2,南北, 简装 , 地下室(共6层) , 1995年建 ,"24,485元/平",145
424,2室1厅 ,54.7,南北, 简装 , 顶层(共6层) , 1990年建 ,"58,501元/平",320
425,3室2厅 ,118.5,南北, 精装 , 低楼层(共13层) , 2005年建 ,"80,085元/平",949
426,2室2厅 ,89.1,南北, 简装 , 17层 , 2011年建 ,"66,062元/平",589
427,3室1厅 ,90.7,南北, 精装 , 中楼层(共13层) , 2003年建 ,"114,588元/平",1040
428,2室1厅 ,88.9,南北, 精装 , 低楼层(共10层) , 2012年建 ,"33,499元/平",298
429,2室1厅 ,113.6,东南, 简装 , 低楼层(共18层) , 1996年建 ,"68,802元/平",782
430,4室2厅 ,96.8,南北, 简装 , 中楼层(共27层) , 2016年建 ,"42,145元/平",408
431,2室1厅 ,110.1,南北, 简装 , 5层 , 2005年建 ,"34,486元/平",380
432,2室1厅 ,57.9,南北, 毛坯 , 6层 , 1993年建 ,"61,486元/平",356
433,2室1厅 ,55,东西, 简装 , 顶层(共6层) , 1992年建 ,"47,637元/平",262
434,2室1厅 ,50.9,南, 精装 , 顶层(共6层) , 1980年建 ,"133,399元/平",679
435,2室1厅 ,82.7,南北, 简装 , 低楼层(共9层) , 2006年建 ,"77,333元/平",640
436,2室1厅 ,70.6,西南, 简装 , 低楼层(共21层) , 2010年建 ,"43,196元/平",305
437,3室1厅 ,77.4,东西, 毛坯 , 中楼层(共18层) , 2009年建 ,"50,091元/平",388
438,3室1厅 ,103.8,南北, 简装 , 顶层(共6层) , 2001年建 ,"49,899元/平",518
439,2室1厅 ,71.8,东北, 精装 , 底层(共29层) , 2010年建 ,"41,760元/平",300
440,2室1厅 ,88.3,南北, 简装 , 中楼层(共20层) , 2011年建 ,"67,384元/平",595
441,2室1厅 ,76.0,南北, 精装 , 中楼层(共6层) , 2000年建 ,"80,836元/平",615
442,2室1厅 ,52.1,北, 精装 , 中楼层(共11层) , 1991年建 ,"143,954元/平",750
443,2室1厅 ,57.9,西南东北, 简装 , 低楼层(共6层) , 1997年建 ,"68,805元/平",399
444,3室2厅 ,172.2,南北, 精装 , 4层 , 2008年建 ,"31,933元/平",550
445,2室2厅 ,83.3,南北, 简装 , 中楼层(共5层) , 2005年建 ,"62,358元/平",520
446,2室2厅 ,85.7,南北, 简装 , 低楼层(共6层) , 2008年建 ,"54,785元/平",470
447,3室2厅 ,89.2,西南, 精装 , 低楼层(共28层) , 2010年建 ,"47,086元/平",420
448,2室1厅 ,68.8,西南, 精装 , 中楼层(共25层) , 1992年建 ,"73,380元/平",505
449,3室1厅 ,97.0,东南北, 精装 , 28层 , 2011年建 ,"42,749元/平",415
450,3室2厅 ,147.1,南北, 精装 , 高楼层(共18层) , 2007年建 ,"71,279元/平",1049
451,2室1厅 ,91.2,南, 精装 , 25层 , 2001年建 ,"58,747元/平",536
452,3室2厅 ,127.5,南北, 精装 , 中楼层(共5层) , 2005年建 ,"25,081元/平",320
453,2室1厅 ,94.7,南西, 简装 , 底层(共28层) , 2010年建 ,"85,066元/平",806
454,2室1厅 ,82.8,西南, 简装 , 低楼层(共26层) , 2000年建 ,"65,750元/平",545
455,3室2厅 ,112.7,南北, 精装 , 低楼层(共12层) , 2007年建 ,"61,985元/平",699
456,2室1厅 ,66.6,南北, 简装 , 高楼层(共6层) , 2000年建 ,"56,298元/平",375
457,2室1厅 ,89.0,南北, 精装 , 低楼层(共6层) , 1995年建 ,"44,338元/平",395
458,3室2厅 ,252,南北, 毛坯 , 4层 , 2019年建 ,"26,985元/平",680
459,3室1厅 ,86.9,东南北, 精装 , 高楼层(共9层) , 2015年建 ,"42,568元/平",370
460,3室2厅 ,121.8,东南, 精装 , 中楼层(共22层) , 2008年建 ,"53,755元/平",655
461,2室1厅 ,96.8,南北, 简装 , 中楼层(共7层) , 2003年建 ,"46,075元/平",446
462,2室1厅 ,70.3,西南, 精装 , 低楼层(共27层) , 2014年建 ,"43,769元/平",308
463,2室1厅 ,55.8,南北, 精装 , 低楼层(共6层) , 1996年建 ,"44,763元/平",250
464,2室1厅 ,83,南, 毛坯 , 中楼层(共29层) , 2011年建 ,"37,350元/平",310
465,2室2厅 ,85.7,南北, 简装 , 低楼层(共6层) , 2008年建 ,"54,785元/平",470
466,2室1厅 ,130.2,东西, 精装 , 底层(共19层) , 2003年建 ,"32,169元/平",419
467,2室2厅 ,83.3,南北, 简装 , 中楼层(共5层) , 2005年建 ,"62,358元/平",520
468,3室2厅 ,89.2,西南, 精装 , 低楼层(共28层) , 2010年建 ,"47,086元/平",420
469,2室1厅 ,68.8,西南, 精装 , 中楼层(共25层) , 1992年建 ,"73,380元/平",505
470,3室2厅 ,172.2,南北, 精装 , 4层 , 2008年建 ,"31,933元/平",550
471,3室1厅 ,89.4,南北, 简装 , 低楼层(共9层) , 2015年建 ,"32,969元/平",295
472,3室1厅 ,92.7,南北, 精装 , 顶层(共21层) , 2015年建 ,"71,167元/平",660
473,2室1厅 ,86.6,南北, 简装 , 高楼层(共6层) , 2006年建 ,"15,344元/平",133
474,2室1厅 ,81.8,南, 简装 , 中楼层(共9层) , 2008年建 ,"63,279元/平",518
475,3室1厅 ,149.9,东南, 简装 , 中楼层(共23层) , 2005年建 ,"56,012元/平",840
476,3室1厅 ,124.0,南北, 简装 , 中楼层(共6层) , 2007年建 ,"43,461元/平",539
477,3室1厅 ,134.9,南北, 简装 , 低楼层(共11层) , 2000年建 ,"42,599元/平",575
478,2室1厅 ,73.2,南北, 精装 , 高楼层(共18层) , 2013年建 ,"23,069元/平",169
479,2室1厅 ,91.9,南北, 简装 , 中楼层(共6层) , 2004年建 ,"45,549元/平",419
480,1室1厅 ,65.5,北, 精装 , 中楼层(共28层) , 2009年建 ,"57,828元/平",379
481,2室1厅 ,56.1,南北, 简装 , 中楼层(共5层) , 1960年建 ,"73,084元/平",410
482,3室1厅 ,77.7,南北, 简装 , 低楼层(共6层) , 2009年建 ,"56,371元/平",438
483,3室2厅 ,174.2,南北, 毛坯 , 低楼层(共6层) , 2012年建 ,"37,021元/平",645
484,3室2厅 ,189.6,南北, 其他 , 高楼层(共10层)  , 板塔结合,"42,406元/平",804
485,2室1厅 ,64.3,南北, 简装 , 中楼层(共6层) , 1986年建 ,"83,127元/平",535
486,1室1厅 ,53.9,西北东, 精装 , 低楼层(共29层) , 2005年建 ,"57,493元/平",310
487,2室1厅 ,86.0,南北, 精装 , 低楼层(共9层) , 2003年建 ,"65,094元/平",560
488,4室1厅 ,92.3,南北, 精装 , 底层(共3层) , 1991年建 ,"128,858元/平",1190
489,3室1厅 ,148.6,南, 精装 , 高楼层(共31层) , 2000年建 ,"57,186元/平",850
490,2室1厅 ,179.6,东西, 精装 , 低楼层(共19层) , 2012年建 ,"59,547元/平",1070
491,3室1厅 ,87.8,南北, 毛坯 , 中楼层(共19层) , 2013年建 ,"48,970元/平",430
492,3室1厅 ,91.8,东南北, 简装 , 高楼层(共26层) , 2015年建 ,"54,243元/平",498
493,2室1厅 ,109.7,南东北, 精装 , 中楼层(共18层) , 2002年建 ,"39,173元/平",430
494,2室1厅 ,92.4,西南, 精装 , 15层 , 2009年建 ,"116,884元/平",1080
495,4室2厅 ,97.5,南北, 精装 , 高楼层(共21层) , 2016年建 ,"38,454元/平",375
496,2室2厅 ,74.9,南北, 精装 , 高楼层(共9层) , 2009年建 ,"116,062元/平",870
497,4室2厅 ,162.7,南北, 简装 , 低楼层(共6层) , 2004年建 ,"41,058元/平",668
498,3室1厅 ,139.1,西南, 简装 , 高楼层(共28层) , 2003年建 ,"75,437元/平",1050
499,4室2厅 ,231.3,南北, 毛坯 , 中楼层(共5层) , 2003年建 ,"39,762元/平",920
500,3室1厅 ,119.0,东南北, 精装 , 16层 , 2000年建 ,"88,228元/平",1050
501,4室2厅 ,248.0,南北, 简装 , 底层(共6层) , 2010年建 ,"54,835元/平",1360
502,5室2厅 ,485.7,南北, 毛坯 , 3层 , 2010年建 ,"20,383元/平",990
503,3室2厅 ,129.5,东南北, 简装 , 低楼层(共28层) , 2000年建 ,"66,003元/平",855
504,4室2厅 ,179.0,南北, 简装 , 顶层(共11层) , 2005年建 ,"38,984元/平",698
505,3室2厅 ,162.9,南北, 精装 , 低楼层(共25层) , 2011年建 ,"156,500元/平",2550
506,4室3厅 ,287.7,东南北, 精装 , 高楼层(共6层) , 2009年建 ,"124,088元/平",3570
507,4室2厅 ,168.1,南北西, 精装 , 中楼层(共16层) , 2015年建 ,"76,594元/平",1288
508,4室1厅 ,240.5,西南, 简装 , 低楼层(共25层) , 2001年建 ,"91,042元/平",2190
509,4室2厅 ,287.3,南北, 精装 , 低楼层(共11层) , 2013年建 ,"100,220元/平",2880
510,5室3厅 ,382.9,南北, 精装 , 3层 , 2013年建 ,"39,170元/平",1500
511,3室2厅 ,157.5,东西北, 精装 , 中楼层(共22层) , 2006年建 ,"82,440元/平",1299
512,3室1厅 ,225.7,西, 精装 , 高楼层(共22层) , 2005年建 ,"63,788元/平",1440
513,4室2厅 ,287.3,南北, 精装 , 低楼层(共11层) , 2013年建 ,"100,220元/平",2880
